Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB35,OUT027,2942.5
FDA22,OUT017,2744.5
NCL06,OUT046,4111.5
FDI35,OUT013,2913.5
NCW42,OUT045,3419.5
NCX06,OUT049,2931.5
FDC37,OUT027,3184.5
FDZ14,OUT018,1723.0
DRG49,OUT049,3942.5
NCG06,OUT045,3967.5
DRC36,OUT045,2729.5
FDV21,OUT019,63.5
FDB53,OUT046,2358.5
DRP47,OUT019,2044.5
FDA14,OUT013,2350.5
DRC24,OUT035,2571.5
FDW21,OUT018,1410.0
NCH29,OUT046,1555.5
FDU58,OUT013,3075.5
FDY27,OUT017,2948.5
FDV56,OUT035,1951.5
FDT59,OUT046,3654.5
FDB23,OUT046,3620.5
FDR49,OUT045,705.5
FDB03,OUT010,1910.0
FDN39,OUT045,2625.5
FDX02,OUT027,4978.5
FDQ16,OUT027,3181.5
FDU35,OUT018,1338.0
NCT29,OUT013,1955.5
FDZ27,OUT046,828.5
FDN57,OUT017,2348.5
FDA03,OUT018,2097.0
FDZ36,OUT045,2927.5
NCU05,OUT013,1320.5
FDT39,OUT018,2174.0
FDK60,OUT017,1728.5
FDZ25,OUT017,2862.5
FDG12,OUT046,2036.5
DRB01,OUT019,1128.5
NCC43,OUT027,5372.5
FDX13,OUT019,2033.5
FDM22,OUT049,1024.5
FDJ03,OUT027,2299.5
FDU14,OUT018,3674.0
FDB33,OUT010,623.0
FDP27,OUT046,3002.5
FDO38,OUT010,-670.0
FDE28,OUT027,5147.5
FDO27,OUT035,1705.5
DRL23,OUT027,3160.5
FDS28,OUT046,960.5
FDX24,OUT013,1542.5
FDZ02,OUT035,1747.5
FDL46,OUT045,1819.5
FDS60,OUT027,4287.5
NCO06,OUT017,640.5
FDO16,OUT035,1527.5
FDC60,OUT049,1533.5
FDA48,OUT018,3196.0
FDZ36,OUT027,4445.5
FDK27,OUT045,1883.5
FDW23,OUT018,373.0
FDM14,OUT018,1505.0
FDM14,OUT013,1782.5
FDW60,OUT018,2598.0
FDE21,OUT013,1905.5
NCM42,OUT035,1883.5
FDY59,OUT010,-374.0
DRI49,OUT049,1378.5
FDT28,OUT019,509.5
FDQ22,OUT018,405.0
FDR60,OUT049,1331.5
FDC50,OUT019,-392.5
FDV24,OUT013,2454.5
DRF48,OUT010,1021.0
FDQ47,OUT046,636.5
DRN36,OUT049,1659.5
NCY06,OUT035,2175.5
FDE52,OUT035,1663.5
NCB54,OUT045,1943.5
NCF31,OUT035,2549.5
FDJ08,OUT027,4440.5
NCC07,OUT017,1790.5
NCD19,OUT027,2354.0
FDL46,OUT049,2008.5
FDM20,OUT045,3841.5
NCI06,OUT010,919.0
DRM11,OUT035,4221.5
NCH07,OUT018,2203.0
FDS23,OUT013,2078.5
FDO49,OUT018,595.0
FDS35,OUT049,1159.5
DRK39,OUT045,1285.5
DRI39,OUT049,1032.5
FDV04,OUT017,2642.5
NCN14,OUT035,3013.5
FDH08,OUT013,3682.5
FDS20,OUT046,2908.5
FDV40,OUT049,1354.5
FDZ48,OUT010,-140.0
FDS24,OUT027,2904.5
FDK44,OUT049,2858.5
FDS48,OUT045,2349.5
FDK26,OUT010,1104.0
FDD23,OUT045,2979.5
NCH54,OUT017,2638.5
NCP14,OUT010,-246.0
FDM60,OUT010,-1182.0
FDV24,OUT017,2526.5
FDH08,OUT018,3339.0
FDS12,OUT027,3455.5
FDR39,OUT027,4312.5
FDP12,OUT027,2117.5
DRF60,OUT027,5182.5
FDC09,OUT035,1851.5
FDF50,OUT018,2885.0
FDG28,OUT035,4057.5
NCE19,OUT017,986.5
NCM53,OUT010,-197.0
NCN18,OUT049,1847.5
FDF32,OUT035,3321.5
FDF11,OUT013,3868.5
DRI59,OUT049,3659.5
NCG54,OUT035,2813.5
FDM44,OUT046,1632.5
FDT57,OUT018,3460.0
FDV24,OUT046,2416.5
FDI50,OUT019,1769.5
FDS09,OUT035,1035.5
NCC31,OUT027,3888.5
FDQ07,OUT019,1597.5
FDC22,OUT017,3174.5
FDZ56,OUT046,2692.5
FDZ40,OUT019,-1004.5
FDS46,OUT027,3386.5
DRD24,OUT045,2169.5
FDV45,OUT017,3108.5
FDL26,OUT045,2427.5
FDA56,OUT018,1700.0
FDN27,OUT046,1918.5
FDM20,OUT049,3976.5
FDO16,OUT017,1458.5
FDL03,OUT035,3305.5
FDE58,OUT046,1910.5
FDI02,OUT027,3282.5
NCC55,OUT019,-1230.5
FDR03,OUT018,3049.0
FDB14,OUT017,1646.5
FDR45,OUT013,3846.5
NCN07,OUT017,2160.5
FDM51,OUT019,-182.5
FDT52,OUT027,5353.5
FDL26,OUT046,2462.5
NCZ42,OUT046,3764.5
DRI47,OUT019,416.5
FDW40,OUT013,2314.5
FDN34,OUT046,2740.5
FDS01,OUT035,2989.5
NCG55,OUT045,1799.5
FDC11,OUT035,1553.5
FDX35,OUT018,3337.0
NCB06,OUT046,2520.5
FDR09,OUT019,2187.5
FDC53,OUT017,1676.5
FDY45,OUT013,4069.5
FDA22,OUT010,768.0
FDE02,OUT035,1673.5
FDW21,OUT045,1633.5
FDV34,OUT046,1250.5
FDS59,OUT049,1889.5
NCW17,OUT017,2132.5
NCK54,OUT046,1931.5
FDG17,OUT019,2007.5
FDG35,OUT017,2916.5
FDD08,OUT010,-1270.0
NCO07,OUT017,3430.5
FDJ10,OUT010,362.0
FDW36,OUT017,1780.5
FDW21,OUT010,-273.0
FDY19,OUT017,2004.5
DRE03,OUT013,809.5
NCC55,OUT049,735.5
FDH52,OUT010,-818.0
FDO09,OUT017,4318.5
FDU43,OUT045,3773.5
FDX09,OUT010,854.0
FDH40,OUT019,-522.5
FDW58,OUT017,1808.5
FDC47,OUT017,3682.5
NCR41,OUT035,1671.5
DRG49,OUT035,3987.5
FDC52,OUT027,3929.5
FDY13,OUT046,1220.5
FDY35,OUT013,816.5
FDI35,OUT017,3000.5
NCU18,OUT049,2320.5
FDY33,OUT018,2285.0
FDC15,OUT027,3926.5
FDU01,OUT049,3111.5
NCU42,OUT046,2680.5
NCV29,OUT018,2524.0
NCY30,OUT017,2988.5
FDQ46,OUT049,1890.5
FDG58,OUT027,3937.5
FDK33,OUT017,3486.5
NCD07,OUT045,1801.5
NCX29,OUT027,3708.5
NCT42,OUT013,2370.5
DRN59,OUT035,919.5
FDI44,OUT035,1431.5
FDA45,OUT049,2922.5
FDP31,OUT045,1045.5
FDY01,OUT046,1870.5
FDT09,OUT018,1898.0
DRH03,OUT027,2971.5
FDA36,OUT018,2690.0
NCF31,OUT017,2522.5
FDG14,OUT049,2553.5
FDG28,OUT027,5379.5
FDU14,OUT049,4057.5
FDY47,OUT019,245.5
FDI56,OUT049,1543.5
DRD01,OUT013,987.5
FDM22,OUT046,960.5
FDH33,OUT013,734.5
DRZ24,OUT013,1927.5
NCQ38,OUT046,1676.5
FDO16,OUT027,2815.5
FDU07,OUT027,3820.5
NCB07,OUT013,3081.5
FDU48,OUT045,2049.5
NCM43,OUT045,2541.5
FDR31,OUT010,424.0
DRK49,OUT018,414.0
NCI30,OUT010,1917.0
DRD60,OUT017,2970.5
NCG19,OUT046,3678.5
FDH12,OUT035,1827.5
FDM32,OUT035,1655.5
FDM27,OUT035,2661.5
NCU53,OUT027,4061.5
NCQ18,OUT046,1556.5
FDS10,OUT013,2886.5
FDB33,OUT027,3954.5
FDI12,OUT013,1458.5
NCW42,OUT013,3506.5
NCC06,OUT018,1754.5
FDW02,OUT017,2174.5
NCD43,OUT017,1768.5
FDM57,OUT018,1105.0
FDA58,OUT017,3856.5
FDK56,OUT046,2938.5
FDP52,OUT045,3641.5
FDW20,OUT018,1723.0
FDS52,OUT049,1718.5
NCT29,OUT018,1611.5
NCL54,OUT013,2834.5
FDC05,OUT045,3113.5
FDF34,OUT035,3317.5
FDP03,OUT027,3478.5
FDD32,OUT010,-511.0
FDZ10,OUT045,1989.5
FDZ40,OUT035,1043.5
FDD51,OUT018,461.0
NCY30,OUT019,939.5
FDP58,OUT017,3544.5
FDV49,OUT017,4280.5
FDY24,OUT019,-994.5
NCO55,OUT017,1790.5
FDR13,OUT017,2020.5
FDS51,OUT017,1138.5
FDP26,OUT045,1625.5
NCB54,OUT027,3484.5
FDF32,OUT017,3248.5
FDN31,OUT018,2716.0
DRM48,OUT017,696.5
FDN20,OUT049,2797.5
DRL01,OUT046,3711.5
FDV56,OUT049,1871.5
DRH13,OUT027,3166.5
FDA03,OUT017,2482.5
FDF47,OUT027,4982.5
FDX32,OUT046,2374.5
FDX57,OUT049,1706.5
NCA30,OUT045,2927.5
FDO49,OUT013,906.5
FDL04,OUT019,-224.5
DRM48,OUT035,755.5
FDR16,OUT013,3426.5
NCC19,OUT018,2744.0
NCE42,OUT045,3653.5
FDY24,OUT017,1052.5
FDH19,OUT049,2886.5
FDJ46,OUT013,2802.5
FDN45,OUT010,1616.0
FDY08,OUT035,2393.5
FDZ37,OUT035,1619.5
NCT30,OUT045,695.5
DRY23,OUT018,443.0
NCZ30,OUT018,1651.5
FDC44,OUT018,1525.0
FDB45,OUT035,1839.5
FDY04,OUT013,2668.5
FDM27,OUT046,2554.5
FDZ43,OUT017,3964.5
FDT39,OUT019,555.5
NCC06,OUT019,109.5
FDL15,OUT027,3888.5
FDL57,OUT017,4210.5
FDU08,OUT046,1602.5
FDK40,OUT017,4308.5
FDQ12,OUT010,1706.0
FDS48,OUT017,2532.5
FDP09,OUT045,3297.5
FDW21,OUT049,1759.5
FDY25,OUT035,3043.5
DRE13,OUT017,1478.5
FDV43,OUT019,-1184.5
FDD22,OUT045,1725.5
FDM46,OUT019,-446.5
NCO30,OUT010,1014.0
FDM25,OUT046,2802.5
NCN41,OUT049,2032.5
FDU24,OUT045,1489.5
FDZ50,OUT046,2954.5
FDP45,OUT013,4044.5
NCM54,OUT045,1935.5
FDW10,OUT019,903.5
FDP20,OUT017,2162.5
FDK32,OUT046,2458.5
FDN52,OUT049,1540.5
FDM58,OUT045,1771.5
FDZ46,OUT027,3226.5
NCA18,OUT018,1572.0
FDD35,OUT046,1974.5
NCK31,OUT035,947.5
FDI40,OUT027,3091.5
FDT50,OUT019,-294.5
NCT06,OUT046,2606.5
FDT31,OUT035,3133.5
FDT45,OUT049,986.5
FDT13,OUT045,2923.5
FDO50,OUT045,1427.5
NCU18,OUT010,300.0
NCR54,OUT049,3161.5
NCO18,OUT018,2526.0
FDU09,OUT045,909.5
FDT13,OUT018,2711.0
FDE09,OUT046,1810.5
NCK53,OUT019,-282.5
FDG45,OUT049,3465.5
DRH15,OUT035,885.5
FDO21,OUT019,1703.5
FDD14,OUT027,4339.5
FDC09,OUT046,1702.5
FDH45,OUT027,2205.5
FDV32,OUT046,1058.5
FDG12,OUT035,2139.5
FDS32,OUT013,2316.5
NCL55,OUT018,3676.0
DRE01,OUT035,3953.5
DRE15,OUT049,1352.5
NCL42,OUT045,3821.5
FDP31,OUT013,1106.5
FDN33,OUT018,1264.0
FDZ59,OUT046,2646.5
FDE45,OUT010,926.0
FDJ07,OUT013,1942.5
FDQ45,OUT018,2716.0
FDM33,OUT027,4912.5
FDO15,OUT010,-628.0
FDM46,OUT013,1495.5
FDR03,OUT045,3267.5
FDY49,OUT018,2418.0
FDQ60,OUT045,1873.5
FDW10,OUT049,2896.5
FDO51,OUT049,897.5
FDJ40,OUT018,1519.0
FDS20,OUT018,2617.0
FDU45,OUT013,1876.5
FDV02,OUT035,2845.5
FDN09,OUT046,3838.5
NCM55,OUT027,4377.0
FDN23,OUT018,2070.0
FDY31,OUT010,396.0
FDW03,OUT010,-156.0
FDD14,OUT046,2880.5
FDV23,OUT017,2116.5
DRI03,OUT045,2731.5
FDN13,OUT035,1729.5
FDF45,OUT027,2489.5
FDU46,OUT035,1615.5
FDB57,OUT049,3661.5
FDV12,OUT049,1748.5
FDQ58,OUT013,2472.5
NCA18,OUT017,1938.5
FDH52,OUT049,1154.5
FDM24,OUT018,2157.0
NCP43,OUT027,4298.5
NCO18,OUT019,883.5
FDM32,OUT017,1608.5
NCL07,OUT017,740.5
FDK03,OUT013,4062.5
FDP59,OUT017,1794.5
FDQ24,OUT049,4053.5
FDQ16,OUT018,1485.0
FDU44,OUT013,2624.5
FDH28,OUT010,-1230.0
FDV28,OUT019,-1262.5
FDM22,OUT045,881.5
FDR56,OUT046,3138.5
FDV39,OUT049,3239.5
FDU37,OUT019,-550.5
FDQ11,OUT010,2133.0
FDX02,OUT045,3479.5
NCS42,OUT018,1186.5
FDY57,OUT027,3008.5
FDB21,OUT049,3901.5
FDE28,OUT017,3776.5
FDQ55,OUT017,1982.5
FDA48,OUT049,3607.5
FDZ19,OUT045,2699.5
NCC43,OUT045,3895.5
NCV18,OUT046,1291.5
NCA42,OUT018,2250.0
FDY45,OUT046,4070.5
NCC30,OUT045,2757.5
FDM57,OUT013,1449.5
FDL09,OUT010,746.0
FDB09,OUT027,3437.5
FDT44,OUT035,2049.5
NCT06,OUT027,4043.0
FDX26,OUT049,2999.5
FDK32,OUT013,2518.5
DRA12,OUT046,2287.5
FDO46,OUT010,1137.0
FDE52,OUT013,1496.5
NCH42,OUT045,3549.5
FDV08,OUT035,893.5
FDB47,OUT018,3050.0
FDC28,OUT010,-108.0
FDD22,OUT046,1814.5
FDS07,OUT027,3301.5
DRI13,OUT045,3369.5
FDG32,OUT018,3221.0
FDU14,OUT017,4072.5
FDD28,OUT019,-890.5
NCP41,OUT017,1844.5
FDS08,OUT049,2867.5
FDX47,OUT045,2487.5
FDC53,OUT019,-268.5
FDQ19,OUT035,4015.5
FDL14,OUT045,2447.5
FDM33,OUT019,1603.5
FDA51,OUT045,1781.5
FDZ27,OUT018,557.0
FDT04,OUT046,704.5
DRC13,OUT049,2140.5
FDR16,OUT027,4880.5
FDQ03,OUT027,5224.5
FDE38,OUT035,2815.5
DRH23,OUT027,2351.5
FDT11,OUT019,1123.5
FDD09,OUT035,3015.5
FDR40,OUT045,1329.5
FDX07,OUT017,3098.5
FDR07,OUT035,1705.5
FDA51,OUT017,1964.5
FDT59,OUT019,1761.5
FDF20,OUT017,3198.5
FDR13,OUT045,1825.5
FDY26,OUT049,3470.5
FDW04,OUT017,2242.5
FDK52,OUT017,3700.5
FDN60,OUT049,2587.5
FDM09,OUT019,841.5
FDP46,OUT049,1533.5
FDB50,OUT019,-646.5
NCQ29,OUT049,4143.5
FDP16,OUT027,5323.5
FDX33,OUT018,2318.0
FDP07,OUT010,1140.0
FDN22,OUT046,4006.5
FDF39,OUT049,4278.5
FDS21,OUT017,1154.5
NCM42,OUT013,1730.5
FDK50,OUT019,727.5
DRF13,OUT027,3785.5
FDH35,OUT018,2337.0
FDP60,OUT018,1359.0
DRJ49,OUT027,3535.5
NCT42,OUT019,451.5
FDE38,OUT049,2760.5
FDI04,OUT049,3275.5
NCH54,OUT045,2415.5
FDT56,OUT049,1092.5
DRD15,OUT018,3371.0
FDV58,OUT013,3094.5
FDP21,OUT049,3104.5
FDH05,OUT013,3740.5
FDR10,OUT027,4024.5
NCP06,OUT045,2299.5
FDF33,OUT049,1822.5
DRK37,OUT013,3009.5
DRH49,OUT045,1305.5
FDT58,OUT013,2682.5
FDD41,OUT018,1440.0
FDP40,OUT018,1538.0
FDM51,OUT027,3138.5
FDO45,OUT010,-466.0
FDW33,OUT010,-216.0
FDY24,OUT045,869.5
FDB10,OUT010,1850.0
FDM40,OUT035,2395.5
NCI06,OUT017,2946.5
FDW12,OUT019,445.5
FDX48,OUT027,3952.5
NCW05,OUT027,3122.0
FDX27,OUT017,1684.5
DRM37,OUT045,3059.5
FDA38,OUT045,3755.5
FDR36,OUT046,704.5
FDZ45,OUT046,3148.5
FDG05,OUT017,2682.5
FDK28,OUT013,4103.5
FDV47,OUT045,1339.5
FDN21,OUT045,2497.5
FDP20,OUT027,3488.5
FDI35,OUT045,2833.5
DRY23,OUT013,771.5
FDA56,OUT017,2082.5
FDB09,OUT013,1996.5
NCO26,OUT027,3294.0
FDQ49,OUT018,2262.0
FDI52,OUT027,3401.5
FDZ44,OUT027,3326.5
FDZ09,OUT018,2325.0
FDY03,OUT049,1944.5
NCG42,OUT017,2170.5
DRI13,OUT027,4891.5
FDQ32,OUT013,2083.5
FDW16,OUT035,1661.5
FDU27,OUT046,814.5
FDR28,OUT010,728.0
FDQ49,OUT010,656.0
FDS37,OUT046,1866.5
FDW26,OUT018,3233.0
FDX12,OUT018,3598.0
NCP06,OUT013,2408.5
FDW45,OUT010,409.0
NCN30,OUT049,1604.5
FDN24,OUT049,964.5
NCL41,OUT027,1987.0
FDR02,OUT019,-130.5
FDD09,OUT010,984.0
FDS33,OUT010,-520.0
FDU22,OUT045,1857.5
FDI53,OUT013,2644.5
DRH01,OUT049,2860.5
FDX32,OUT013,2350.5
NCP30,OUT018,381.5
FDB60,OUT045,3045.5
FDB14,OUT049,1646.5
NCP02,OUT035,1075.5
FDJ10,OUT017,2368.5
FDG34,OUT046,1826.5
NCB18,OUT017,1502.5
FDM16,OUT049,1357.5
FDW25,OUT018,1088.0
FDB35,OUT010,-406.0
DRN11,OUT013,2279.5
FDF41,OUT019,1985.5
FDH16,OUT045,1367.5
NCQ50,OUT018,3080.5
DRH23,OUT018,629.0
DRJ37,OUT013,2437.5
DRJ24,OUT027,4343.5
FDY16,OUT035,3113.5
FDQ27,OUT045,1683.5
FDZ33,OUT045,2305.5
FDF29,OUT045,2089.5
FDA08,OUT049,2740.5
FDG31,OUT046,1078.5
FDE34,OUT019,957.5
NCR30,OUT027,2622.5
FDV33,OUT035,4273.5
DRZ24,OUT018,1634.0
NCL54,OUT035,2903.5
FDR12,OUT049,2883.5
NCC54,OUT046,3780.5
DRN59,OUT013,789.5
FDX50,OUT019,-138.5
FDV31,OUT027,4274.5
NCA29,OUT027,4171.0
FDW60,OUT049,2956.5
FDX08,OUT017,3004.5
DRD49,OUT013,3729.5
FDD33,OUT046,3662.5
FDW35,OUT013,750.5
FDJ36,OUT017,1792.5
FDV51,OUT035,2799.5
FDW36,OUT046,1710.5
FDH35,OUT046,2634.5
NCS30,OUT027,3511.5
FDN49,OUT017,786.5
FDL08,OUT018,3623.0
FDI09,OUT013,3864.5
FDP19,OUT018,1786.0
FDU21,OUT010,-1317.0
NCP41,OUT045,1647.5
FDY10,OUT013,1838.5
FDP12,OUT018,391.0
NCN26,OUT049,1956.5
FDK44,OUT013,2793.5
FDC28,OUT049,1866.5
FDJ41,OUT027,5597.5
NCT29,OUT035,2095.5
NCH42,OUT019,1685.5
FDU60,OUT018,2428.0
FDS02,OUT045,3043.5
FDC51,OUT046,2030.5
FDU03,OUT013,2970.5
FDX39,OUT045,3335.5
NCY05,OUT010,-1314.0
NCL06,OUT027,5515.5
FDD32,OUT035,1501.5
NCN41,OUT045,1875.5
NCX53,OUT049,2345.5
FDU57,OUT019,511.5
FDQ23,OUT046,1678.5
FDQ52,OUT045,3857.5
FDC14,OUT045,669.5
FDY09,OUT035,2965.5
FDQ28,OUT045,2475.5
FDV25,OUT046,3502.5
FDJ07,OUT035,2029.5
DRB25,OUT049,1777.5
FDK52,OUT019,1677.5
FDY52,OUT027,2503.5
FDB28,OUT046,3124.5
FDT36,OUT035,771.5
FDV25,OUT017,3628.5
NCN07,OUT027,3504.5
FDC57,OUT017,3210.5
FDQ03,OUT018,3509.0
FDU23,OUT017,2780.5
NCX41,OUT035,3501.5
NCD06,OUT035,893.5
FDW08,OUT045,1655.5
NCU29,OUT017,2394.5
NCE06,OUT013,2549.5
FDV52,OUT010,2.0
FDB02,OUT017,2964.5
NCR18,OUT045,649.5
FDK16,OUT049,1612.5
NCQ29,OUT010,2128.0
FDZ01,OUT019,-180.5
FDW27,OUT035,2675.5
FDD17,OUT018,3484.0
FDW39,OUT013,2907.5
DRH59,OUT045,1119.5
FDS52,OUT013,1672.5
FDU40,OUT027,4539.5
NCF54,OUT013,2758.5
FDH46,OUT045,1639.5
NCP14,OUT049,1723.5
FDH50,OUT049,3062.5
DRF15,OUT010,529.0
FDV27,OUT027,2898.5
NCJ06,OUT049,1995.5
FDN02,OUT018,2970.0
FDQ51,OUT049,937.5
FDQ07,OUT017,3664.5
FDS45,OUT049,1828.5
NCJ06,OUT045,1855.5
FDD36,OUT035,2035.5
FDY25,OUT045,2859.5
FDU52,OUT046,2470.5
DRK47,OUT017,3678.5
NCL30,OUT017,2142.5
FDN22,OUT035,4165.5
NCF30,OUT027,3419.5
FDK03,OUT035,4229.5
FDT45,OUT017,1030.5
NCC54,OUT027,5189.5
FDP08,OUT018,2847.0
FDU44,OUT046,2636.5
DRG39,OUT035,1019.5
FDU32,OUT049,2071.5
FDY27,OUT049,2938.5
NCP54,OUT013,1984.5
NCZ41,OUT049,2109.5
DRL49,OUT013,2297.5
FDI05,OUT018,991.0
FDY56,OUT045,3557.5
DRC13,OUT013,2077.5
NCV29,OUT017,2938.5
FDR24,OUT049,1576.5
FDZ34,OUT018,2767.0
FDP37,OUT035,2149.5
FDX08,OUT027,4318.5
FDS57,OUT045,2195.5
NCG18,OUT049,1727.5
FDK25,OUT018,2425.0
FDH53,OUT049,1482.5
DRI59,OUT018,3251.0
FDA52,OUT046,2842.5
FDT20,OUT010,-1257.0
FDE36,OUT019,739.5
FDI24,OUT017,2876.5
FDB28,OUT018,2867.0
FDV11,OUT017,2960.5
FDP01,OUT046,2496.5
FDD34,OUT027,4030.5
FDJ50,OUT027,2317.5
FDZ44,OUT013,1926.5
DRO59,OUT035,1367.5
DRB48,OUT045,647.5
FDR21,OUT018,2499.0
NCE42,OUT010,1802.0
FDO23,OUT046,1498.5
NCE30,OUT018,3054.0
FDQ22,OUT035,803.5
FDY01,OUT045,1815.5
FDS08,OUT017,2924.5
FDG28,OUT018,3674.0
FDQ51,OUT018,598.0
FDB05,OUT017,4036.5
FDO56,OUT049,2003.5
FDE02,OUT018,1197.0
FDN45,OUT017,3624.5
FDS09,OUT013,882.5
NCA54,OUT018,2578.0
FDP09,OUT010,1454.0
FDC53,OUT045,1541.5
NCM55,OUT017,3036.5
FDL09,OUT018,2431.0
FDA11,OUT019,-388.5
FDA50,OUT045,1455.5
FDC23,OUT017,2962.5
FDE22,OUT049,2623.5
FDD23,OUT046,3012.5
NCA29,OUT049,2819.5
FDK38,OUT046,2350.5
DRC13,OUT046,1997.5
NCP43,OUT049,2917.5
FDX28,OUT049,1715.5
FDF08,OUT049,1592.5
FDZ33,OUT046,2378.5
FDD10,OUT049,2984.5
FDO58,OUT017,2694.5
FDI50,OUT017,3798.5
FDO58,OUT045,2579.5
FDX08,OUT013,2902.5
NCK17,OUT010,-1228.0
FDF39,OUT035,4341.5
FDU45,OUT010,-72.0
NCJ18,OUT018,1552.0
DRC27,OUT019,1968.5
DRC25,OUT035,1517.5
FDU59,OUT035,2699.5
FDU28,OUT035,3195.5
NCP30,OUT046,679.5
FDB39,OUT018,637.0
FDE41,OUT013,1484.5
DRH11,OUT010,-1012.0
FDA58,OUT045,3675.5
FDU50,OUT046,1904.5
FDM34,OUT013,2102.5
FDM44,OUT027,3088.5
FDR39,OUT045,2857.5
FDM25,OUT045,2773.5
FDQ49,OUT049,2634.5
DRH25,OUT018,595.0
FDM09,OUT027,4191.5
FDL44,OUT019,683.5
NCR42,OUT018,259.5
DRL59,OUT046,867.5
FDX43,OUT013,2716.5
DRK47,OUT010,1650.0
FDU48,OUT018,1823.0
FDY12,OUT045,809.5
NCN43,OUT018,1670.0
NCM55,OUT018,2612.5
FDQ21,OUT027,3432.5
FDX13,OUT035,4113.5
NCK30,OUT027,5415.5
FDG20,OUT049,2907.5
DRG27,OUT017,766.5
FDY14,OUT018,3881.0
FDP59,OUT035,1841.5
FDU60,OUT017,2842.5
NCC18,OUT019,773.5
DRJ39,OUT017,3546.5
FDS07,OUT049,1924.5
FDM08,OUT027,5013.5
FDP51,OUT045,1905.5
FDU16,OUT035,1539.5
FDH12,OUT013,1730.5
DRE48,OUT010,1203.0
NCL42,OUT027,5285.5
FDR21,OUT045,2755.5
NCW29,OUT035,2223.5
FDO11,OUT013,4025.5
NCM31,OUT049,2323.5
FDV35,OUT019,551.5
FDF58,OUT017,1140.5
NCE43,OUT049,2740.5
FDA02,OUT035,2485.5
DRL37,OUT010,-1165.0
FDR24,OUT018,1238.0
FDW59,OUT049,1454.5
FDS22,OUT049,904.5
FDW24,OUT017,934.5
FDU24,OUT035,1719.5
FDA21,OUT027,4424.5
FDH58,OUT027,3344.5
FDW36,OUT018,1391.0
FDI45,OUT027,4197.5
FDU01,OUT018,2727.0
FDF35,OUT027,3184.5
FDU43,OUT019,1911.5
FDE24,OUT019,383.5
FDK50,OUT049,2699.5
FDG31,OUT045,983.5
FDC60,OUT045,1423.5
FDL36,OUT013,1480.5
FDP21,OUT013,3076.5
FDW16,OUT045,1447.5
FDX02,OUT017,3666.5
FDQ58,OUT027,3935.5
FDT51,OUT046,1824.5
FDD59,OUT049,1436.5
NCM42,OUT018,1452.0
FDA57,OUT018,415.0
FDZ48,OUT035,1949.5
FDE46,OUT045,2377.5
NCZ30,OUT019,27.5
FDB56,OUT017,3148.5
FDA25,OUT027,3174.5
FDD20,OUT013,2046.5
FDL25,OUT013,1553.5
NCO18,OUT049,2881.5
FDJ45,OUT017,702.5
FDR12,OUT035,2897.5
NCF19,OUT010,-1148.0
FDK25,OUT046,2666.5
NCR17,OUT046,1816.5
FDC52,OUT046,2478.5
NCA54,OUT017,2962.5
FDR45,OUT010,1892.0
NCM19,OUT049,1905.5
FDF39,OUT027,5659.5
FDX23,OUT049,1657.5
FDD58,OUT027,3044.5
FDX28,OUT013,1662.5
NCD31,OUT013,2596.5
FDU57,OUT018,2152.0
FDI27,OUT046,816.5
NCM42,OUT046,1715.5
FDD32,OUT027,2812.5
FDI34,OUT013,3681.5
NCM29,OUT049,2152.5
