Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL46,OUT049,2029.116603810806
FDM20,OUT045,3747.597533184863
NCI06,OUT010,943.4370294416781
DRM11,OUT035,4122.583161207602
NCH07,OUT018,2217.400339399587
FDS23,OUT013,2099.8113600489896
FDO49,OUT018,670.6711976104873
FDS35,OUT049,1217.5892171275095
DRK39,OUT045,1286.2525680249955
DRI39,OUT049,1100.1789967275527
FDV04,OUT017,2625.5789117397712
NCN14,OUT035,2975.785002268793
FDH08,OUT013,3642.4385235607438
FDS20,OUT046,2869.602435348847
FDV40,OUT049,1380.6278733080776
FDZ48,OUT010,-86.17998945374836
FDS24,OUT027,2930.9309533278824
FDK44,OUT049,2828.947791661677
FDS48,OUT045,2339.1602025131624
FDK26,OUT010,1103.3211944340164
FDD23,OUT045,2937.048680730647
NCH54,OUT017,2634.789749249275
NCP14,OUT010,-188.139036714059
FDM60,OUT010,-1101.9397975289874
FDV24,OUT017,2477.563478322607
FDH08,OUT018,3307.973121227504
FDS12,OUT027,3455.7945108701565
FDR39,OUT027,4256.51682226157
FDP12,OUT027,2171.1294863279927
DRF60,OUT027,5054.120342362534
FDC09,OUT035,1883.6688853924284
FDF50,OUT018,2794.330845136512
FDG28,OUT035,3950.3514771851446
NCE19,OUT017,1057.7492037237832
NCM53,OUT010,-134.78820228040865
NCN18,OUT049,1869.5221644370974
FDF32,OUT035,3238.7842630033647
FDF11,OUT013,3793.5764175246263
DRI59,OUT049,3568.967563162629
NCG54,OUT035,2781.2931128308064
FDM44,OUT046,1677.900227549382
FDT57,OUT018,3414.1185725353616
FDV24,OUT046,2369.9205523475866
FDI50,OUT019,1709.5065609404846
FDS09,OUT035,1104.5311687342678
NCC31,OUT027,3860.427900765156
FDQ07,OUT019,1568.8799470059753
FDC22,OUT017,3128.041290944736
FDZ56,OUT046,2686.2179676596197
FDZ40,OUT019,-888.4463779284984
FDS46,OUT027,3390.9769540072343
DRD24,OUT045,2177.7492622351115
FDV45,OUT017,3076.789765667289
FDL26,OUT045,2402.439256860905
FDA56,OUT018,1739.7905564131281
FDN27,OUT046,1901.5175381556624
FDM20,OUT049,3894.048176309836
FDO16,OUT017,1507.858285064813
FDL03,OUT035,3249.9333895398595
FDE58,OUT046,1866.2065613831392
FDI02,OUT027,3274.8763929577167
NCC55,OUT019,-1193.0975539759365
FDR03,OUT018,2989.1755276353974
FDB14,OUT017,1663.0790165894537
FDR45,OUT013,3771.820229112005
NCN07,OUT017,2179.2248518711613
FDM51,OUT019,-146.75969169233326
FDT52,OUT027,5263.555770475374
FDL26,OUT046,2437.188074574092
NCZ42,OUT046,3677.82670853523
DRI47,OUT019,455.1244754688655
FDW40,OUT013,2321.576542168288
FDN34,OUT046,2710.4599965030197
FDS01,OUT035,2961.8860282152905
NCG55,OUT045,1787.1816299634079
FDC11,OUT035,1579.3070227267533
FDX35,OUT018,3288.5020531570653
NCB06,OUT046,2504.587751009783
FDR09,OUT019,2145.3953415110523
FDC53,OUT017,1723.7120475922325
FDY45,OUT013,3989.61899281331
FDA22,OUT010,755.804104848608
FDE02,OUT035,1702.7408672644285
FDW21,OUT045,1637.9961840966569
FDV34,OUT046,1307.2601628758005
FDS59,OUT049,1937.492299874414
NCW17,OUT017,2148.3550970237284
NCK54,OUT046,1805.9245738568204
FDG17,OUT019,1965.3378105035645
FDG35,OUT017,2884.495791975153
FDD08,OUT010,-1134.1992671122043
NCO07,OUT017,3381.7502093531425
FDJ10,OUT010,409.5268604529665
FDW36,OUT017,1812.4617468008626
FDW21,OUT010,-105.02065480499903
FDY19,OUT017,2024.5953648477735
DRE03,OUT013,888.342112168394
NCC55,OUT049,786.7666633784821
FDH52,OUT010,-727.5059198147103
FDO09,OUT017,4204.17876792701
FDU43,OUT045,3687.0127337074455
FDX09,OUT010,883.9336847501181
FDH40,OUT019,-433.5410377289986
FDW58,OUT017,1824.6038491469196
FDC47,OUT017,3624.74057209076
NCR41,OUT035,1674.940067344487
DRG49,OUT035,3913.512675270728
FDC52,OUT027,3893.6559603101387
FDY13,OUT046,1276.7527803024527
FDY35,OUT013,914.7501120705947
FDI35,OUT017,2961.4507429901796
NCU18,OUT049,2342.740339576259
FDY33,OUT018,2274.3161275197667
FDC15,OUT027,3894.33565132222
FDU01,OUT049,3082.816382292425
NCU42,OUT046,2650.0666666882867
NCV29,OUT018,2513.6788166193514
NCY30,OUT017,2960.653546039374
FDQ46,OUT049,1913.4531890452529
FDG58,OUT027,3894.1806873771006
FDK33,OUT017,3447.1188148145975
NCD07,OUT045,1757.277415256539
NCX29,OUT027,3698.0973034897365
NCT42,OUT013,2381.2893750784115
DRN59,OUT035,948.5957153470121
FDI44,OUT035,1465.7279801609673
FDA45,OUT049,2868.2668105020853
FDP31,OUT045,1088.5260000109024
FDY01,OUT046,1874.199666096979
FDT09,OUT018,1922.8417743882737
DRH03,OUT027,2973.078550464166
FDA36,OUT018,2683.3533942055856
NCF31,OUT017,2514.9671719225976
FDG14,OUT049,2548.4952717659444
FDG28,OUT027,5255.1157601924115
FDU14,OUT049,3974.716871280576
FDY47,OUT019,276.2273586495339
FDI56,OUT049,1604.712522333624
DRD01,OUT013,1057.2779024083864
FDM22,OUT046,1015.6005332054898
FDH33,OUT013,805.4066028917
DRZ24,OUT013,1906.3141994537748
NCQ38,OUT046,1706.817015868525
FDO16,OUT027,2847.8321184597526
FDU07,OUT027,3802.9797274113603
NCB07,OUT013,3052.306435829027
FDU48,OUT045,2070.4722711260783
NCM43,OUT045,2538.892276980575
FDR31,OUT010,477.81096696956456
DRK49,OUT018,486.9295164874629
NCI30,OUT010,1891.7198795991726
DRD60,OUT017,2936.105873537958
NCG19,OUT046,3591.621327131284
FDH12,OUT035,1864.1796741057726
FDM32,OUT035,1665.0068292335832
FDM27,OUT035,2628.6572483958457
NCU53,OUT027,4015.991702919504
NCQ18,OUT046,1583.2920640467871
FDS10,OUT013,2856.32686513044
FDB33,OUT027,3942.502168020243
FDI12,OUT013,1499.8179515193324
NCW42,OUT013,3453.78414096911
NCC06,OUT018,1794.571580970937
FDW02,OUT017,2171.32003002463
NCD43,OUT017,1794.451672125539
FDM57,OUT018,1169.889338713555
FDA58,OUT017,3748.0238841705127
FDK56,OUT046,2869.1169789289015
FDP52,OUT045,3566.3696596867917
FDW20,OUT018,1742.2775728978472
FDS52,OUT049,1776.8121987507523
NCT29,OUT018,1649.8973465852516
NCL54,OUT013,2751.022413718339
FDC05,OUT045,3073.8609233330726
FDF34,OUT035,3278.5607482297582
FDP03,OUT027,3471.8858982336783
FDD32,OUT010,-433.8141645798746
FDZ10,OUT045,1993.9576366540011
FDZ40,OUT035,1122.4814557432796
FDD51,OUT018,518.0484456322736
NCY30,OUT019,945.0063826085214
FDP58,OUT017,3468.7710916866436
FDV49,OUT017,4194.119735875977
FDY24,OUT019,-942.3719336493614
NCO55,OUT017,1824.522529196013
FDR13,OUT017,2050.8987191383885
FDS51,OUT017,1190.5179705372
FDP26,OUT045,1616.1610934827756
NCB54,OUT027,3479.7722507791145
FDF32,OUT017,3167.7110801131853
FDN31,OUT018,2701.7164843364308
DRM48,OUT017,766.2078136421947
FDN20,OUT049,2775.914186634247
DRL01,OUT046,3623.1690046341723
FDV56,OUT049,1913.2648794875809
DRH13,OUT027,3173.299222445749
FDA03,OUT017,2463.0035080316497
FDF47,OUT027,4893.289850459642
FDX32,OUT046,2355.200608342106
FDX57,OUT049,1736.09117365059
NCA30,OUT045,2873.2643968359325
FDO49,OUT013,974.1207307776697
FDL04,OUT019,-169.21655992575393
DRM48,OUT035,825.38638578116
FDR16,OUT013,3367.588404868074
NCC19,OUT018,2711.5543145826205
NCE42,OUT045,3570.9833796168978
FDY24,OUT017,1091.818634765251
FDH19,OUT049,2878.771271247114
FDJ46,OUT013,2758.8500223286987
FDN45,OUT010,1587.998873050643
FDY08,OUT035,2398.9241705013496
FDZ37,OUT035,1627.303043986403
NCT30,OUT045,777.6654229126826
DRY23,OUT018,527.7939456178628
NCZ30,OUT018,1683.1688164965892
FDC44,OUT018,1543.5980077913234
FDB45,OUT035,1873.4473511361614
FDY04,OUT013,2668.589534502804
FDM27,OUT046,2525.9117577983416
FDZ43,OUT017,3878.14816476726
FDT39,OUT019,599.7179955758605
NCC06,OUT019,168.389148731786
FDL15,OUT027,3875.749716198168
FDL57,OUT017,4123.603137761736
FDU08,OUT046,1628.2682800203931
FDK40,OUT017,4160.905746191334
FDQ12,OUT010,1698.7557386690078
FDS48,OUT017,2507.1111649012037
FDP09,OUT045,3260.643288167038
FDW21,OUT049,1775.5595906587812
FDY25,OUT035,2982.659333243138
DRE13,OUT017,1524.7685068539424
FDV43,OUT019,-1077.8954349137616
FDD22,OUT045,1750.6499835928946
FDM46,OUT019,-371.4045503342435
NCO30,OUT010,1014.1747773018346
FDM25,OUT046,2774.843817127393
NCN41,OUT049,2068.931689158476
FDU24,OUT045,1487.2070214225319
FDZ50,OUT046,2918.1655055562214
FDP45,OUT013,3978.4232897753313
NCM54,OUT045,1946.9526771216117
FDW10,OUT019,869.907158461955
FDP20,OUT017,2163.5543460827757
FDK32,OUT046,2436.6000932929683
FDN52,OUT049,1590.6733559769286
FDM58,OUT045,1787.2654508933533
FDZ46,OUT027,3224.6229778063393
NCA18,OUT018,1610.5062563004597
FDD35,OUT046,1959.7430650502715
NCK31,OUT035,1028.0626783688303
FDI40,OUT027,3104.551428668366
FDT50,OUT019,-243.64375123464458
NCT06,OUT046,2573.1880303295
FDT31,OUT035,3112.62297211616
FDT45,OUT049,1049.7138355940135
FDT13,OUT045,2881.700121067446
FDO50,OUT045,1430.4681705165358
NCU18,OUT010,353.66617686669554
NCR54,OUT049,3115.3873398606725
NCO18,OUT018,2529.318381550843
FDU09,OUT045,979.1872747161929
FDT13,OUT018,2684.950874771013
FDE09,OUT046,1833.1442384201139
NCK53,OUT019,-229.60177459381225
FDG45,OUT049,3413.795753984288
DRH15,OUT035,931.8764826584319
FDO21,OUT019,1679.2543003874584
FDD14,OUT027,4296.902701962817
FDC09,OUT046,1736.0043665224039
FDH45,OUT027,2262.6090379967645
FDV32,OUT046,1119.1964755189101
FDG12,OUT035,2099.916839086979
FDS32,OUT013,2327.875036356246
NCL55,OUT018,3574.407901981481
DRE01,OUT035,3864.457449212016
DRE15,OUT049,1387.7809680696196
NCL42,OUT045,3736.241248015895
FDP31,OUT013,1161.2494741223677
FDN33,OUT018,1305.9572521374312
FDZ59,OUT046,2637.291039719733
FDE45,OUT010,932.3757670440741
FDJ07,OUT013,1960.8881985899523
FDQ45,OUT018,2671.5426616744558
FDM33,OUT027,4823.181377433274
FDO15,OUT010,-519.5316104008442
FDM46,OUT013,1551.2818344816474
FDR03,OUT045,3190.382010966664
FDY49,OUT018,2423.7216365354407
FDQ60,OUT045,1893.0089108032428
FDW10,OUT049,2873.3998246020415
FDO51,OUT049,967.2908725972347
FDJ40,OUT018,1553.0234089956186
FDS20,OUT018,2598.1211710024286
FDU45,OUT013,1922.2575906831355
FDV02,OUT035,2815.0526489800104
FDN09,OUT046,3749.9642765307285
NCM55,OUT027,4326.679949222982
FDN23,OUT018,2075.7662553279997
FDY31,OUT010,450.5906428250046
FDW03,OUT010,-72.08398223874349
FDD14,OUT046,2856.258976510082
FDV23,OUT017,2110.964046824991
DRI03,OUT045,2682.816305423242
FDN13,OUT035,1759.123542504466
FDF45,OUT027,2526.5392182365613
FDU46,OUT035,1660.0524792088615
FDB57,OUT049,3617.938325945564
FDV12,OUT049,1781.177167047987
FDQ58,OUT013,2424.5598564743323
NCA18,OUT017,1958.696875447476
FDH52,OUT049,1217.3359081127828
FDM24,OUT018,2152.8103966361286
NCP43,OUT027,4255.599423417363
NCO18,OUT019,905.0911431376034
FDM32,OUT017,1616.2466036011256
NCL07,OUT017,802.6895615534474
FDK03,OUT013,3991.654721906565
FDP59,OUT017,1832.0636733154126
FDQ24,OUT049,3974.96495327667
FDQ16,OUT018,1533.9147032390415
FDU44,OUT013,2625.3583599771864
FDH28,OUT010,-1126.2534511480483
FDV28,OUT019,-1201.5448665924464
FDM22,OUT045,947.8110103134712
FDR56,OUT046,3097.4750071206654
FDV39,OUT049,3184.086577488678
FDU37,OUT019,-507.3831702610952
FDQ11,OUT010,2180.8035272103
FDX02,OUT045,3412.8860440086305
NCS42,OUT018,1243.8971602544589
FDY57,OUT027,3013.9669705909573
FDB21,OUT049,3820.1507491053003
FDE28,OUT017,3683.523127912458
FDQ55,OUT017,1995.5099212162415
FDA48,OUT049,3546.9699141925303
FDZ19,OUT045,2679.066814199262
NCC43,OUT045,3797.607872311818
NCV18,OUT046,1335.176935761256
NCA42,OUT018,2217.879144201558
FDY45,OUT046,3949.756560933088
NCC30,OUT045,2735.5154113873828
FDM57,OUT013,1505.9330926612279
FDL09,OUT010,775.3399852937819
FDB09,OUT027,3447.5693867702657
FDT44,OUT035,2054.672905991728
NCT06,OUT027,3994.4691141563553
FDX26,OUT049,2976.90271595646
FDK32,OUT013,2507.0895810025922
DRA12,OUT046,2240.776519290953
FDO46,OUT010,1115.3562911576396
FDE52,OUT013,1518.531055882183
NCH42,OUT045,3496.790525420958
FDV08,OUT035,912.2160899706215
FDB47,OUT018,3020.1958063637658
FDC28,OUT010,-105.78694915257267
FDD22,OUT046,1837.227649516923
FDS07,OUT027,3270.8653449071435
DRI13,OUT045,3300.9113597714854
FDG32,OUT018,3176.4387874215836
FDU14,OUT017,3975.2500715658166
FDD28,OUT019,-864.2582354433414
NCP41,OUT017,1880.6396008217641
FDS08,OUT049,2867.570954371767
FDX47,OUT045,2490.8217727937076
FDC53,OUT019,-184.80325277199177
FDQ19,OUT035,3926.2107185009677
FDL14,OUT045,2452.769828849944
FDM33,OUT019,1544.425762353521
FDA51,OUT045,1789.503612090127
FDZ27,OUT018,619.0964602605934
FDT04,OUT046,745.3742748743161
DRC13,OUT049,2124.169557501762
FDR16,OUT027,4791.021838445897
FDQ03,OUT027,5115.975891181972
FDE38,OUT035,2800.052980269949
DRH23,OUT027,2381.289993347158
FDT11,OUT019,1138.6022720084966
FDD09,OUT035,2974.3518955262516
FDR40,OUT045,1369.1360769723933
FDX07,OUT017,3009.4689973591057
FDR07,OUT035,1749.295038408995
FDA51,OUT017,1967.4688175343517
FDT59,OUT019,1723.0144875526435
FDF20,OUT017,3171.0750593203848
FDR13,OUT045,1860.9142733481785
FDY26,OUT049,3434.2186252078614
FDW04,OUT017,2215.6548522451303
FDK52,OUT017,3615.1704253932685
FDN60,OUT049,2589.967539505575
FDM09,OUT019,862.5845561262862
FDP46,OUT049,1549.7472517259653
FDB50,OUT019,-574.5449020681834
NCQ29,OUT049,4060.284273478709
FDP16,OUT027,5232.962491606882
FDX33,OUT018,2309.2791410789323
FDP07,OUT010,1233.852955257748
FDN22,OUT046,3886.095281577688
FDF39,OUT049,4192.906505079838
FDS21,OUT017,1226.3791735354228
NCM42,OUT013,1770.412893310816
FDK50,OUT019,717.072872911136
DRF13,OUT027,3744.2978858407578
FDH35,OUT018,2324.0623157203545
FDP60,OUT018,1345.9324478010778
DRJ49,OUT027,3489.760826213665
NCT42,OUT019,480.27134729515683
FDE38,OUT049,2758.1960952660475
FDI04,OUT049,3254.6163644781486
NCH54,OUT045,2418.188357583996
FDT56,OUT049,1174.2523884012953
DRD15,OUT018,3326.199449405793
FDV58,OUT013,3055.2735565332405
FDP21,OUT049,3095.328838228674
FDH05,OUT013,3684.660938895667
FDR10,OUT027,3999.332602419742
NCP06,OUT045,2297.6410889448734
FDF33,OUT049,1848.5032441800338
DRK37,OUT013,2969.604158496757
DRH49,OUT045,1335.8572519719537
FDT58,OUT013,2677.3221190985205
FDD41,OUT018,1475.5705012744486
FDP40,OUT018,1585.3043081676703
FDM51,OUT027,3139.81990114396
FDO45,OUT010,-382.9765649774952
FDW33,OUT010,-153.66208249572412
FDY24,OUT045,924.1695818313322
FDB10,OUT010,1785.6532636831416
FDM40,OUT035,2373.619353007857
NCI06,OUT017,2927.157816306166
FDW12,OUT019,468.98612423900454
FDX48,OUT027,3937.840578361485
NCW05,OUT027,3126.6213536666023
FDX27,OUT017,1697.2103659316092
DRM37,OUT045,3007.0087539195374
FDA38,OUT045,3696.9497542257373
FDR36,OUT046,779.6801232034248
FDZ45,OUT046,3104.011810341818
FDG05,OUT017,2631.7018590790594
FDK28,OUT013,4031.191629359408
FDV47,OUT045,1370.9644659707653
FDN21,OUT045,2472.530887292778
FDP20,OUT027,3475.5387325009765
FDI35,OUT045,2798.1730313515513
DRY23,OUT013,849.0728041803175
FDA56,OUT017,2101.3298717908538
FDB09,OUT013,2036.0921392432183
NCO26,OUT027,3295.6616094672345
FDQ49,OUT018,2267.761161167433
FDI52,OUT027,3388.3741835510805
FDZ44,OUT027,3341.8954705345327
FDZ09,OUT018,2327.1985291607925
FDY03,OUT049,1987.8594661959635
NCG42,OUT017,2162.280284533577
DRI13,OUT027,4802.778440697743
FDQ32,OUT013,2110.9266753332945
FDW16,OUT035,1709.7502364387692
FDU27,OUT046,862.604391924735
FDR28,OUT010,754.576324479618
FDQ49,OUT010,676.4745175055214
FDS37,OUT046,1890.7262517539878
FDW26,OUT018,3201.4501996651798
FDX12,OUT018,3505.395709953999
NCP06,OUT013,2414.6806360162777
FDW45,OUT010,448.4179640648931
NCN30,OUT049,1654.2512463431412
FDN24,OUT049,1043.7506674251586
NCL41,OUT027,2054.8148435509147
FDR02,OUT019,-55.776535608250015
FDD09,OUT010,968.7440326630749
FDS33,OUT010,-347.25182705248005
FDU22,OUT045,1860.9446822225223
FDI53,OUT013,2621.742509219876
DRH01,OUT049,2840.9663832022297
FDX32,OUT013,2344.250223951908
NCP30,OUT018,466.98749606714244
FDB60,OUT045,3020.8490335269285
FDB14,OUT049,1675.9485019988838
NCP02,OUT035,1149.8244847843207
FDJ10,OUT017,2374.047821949291
FDG34,OUT046,1841.547312629958
NCB18,OUT017,1552.7839562828337
FDM16,OUT049,1411.6693120302684
FDW25,OUT018,1154.9559768088043
FDB35,OUT010,-315.0910494788262
DRN11,OUT013,2267.1463190728855
FDF41,OUT019,1946.4216619107424
FDH16,OUT045,1414.4902644132305
NCQ50,OUT018,3012.476877274607
DRH23,OUT018,694.1908091200216
DRJ37,OUT013,2423.564993353627
DRJ24,OUT027,4294.832661896277
FDY16,OUT035,3041.260408054612
FDQ27,OUT045,1700.2634500140857
FDZ33,OUT045,2286.378466745596
FDF29,OUT045,2103.641559942731
FDA08,OUT049,2722.1792261483574
FDG31,OUT046,1128.7375358992367
FDE34,OUT019,1063.522970615339
NCR30,OUT027,2651.627759071509
FDV33,OUT035,4177.322150728958
DRZ24,OUT018,1651.8794612730328
NCL54,OUT035,2811.8881098577785
FDR12,OUT049,2884.1388536156737
NCC54,OUT046,3712.377114245447
DRN59,OUT013,855.6928811966114
FDX50,OUT019,-67.90028627948232
FDV31,OUT027,4212.995323559639
NCA29,OUT027,4128.530445146734
FDW60,OUT049,2935.1750176651253
FDX08,OUT017,2986.7156140886755
DRD49,OUT013,3646.5971422700827
FDD33,OUT046,3555.37578680136
FDW35,OUT013,843.8834480803022
FDJ36,OUT017,1816.6862225935158
FDV51,OUT035,2783.5817562079314
FDW36,OUT046,1741.6527700610748
FDH35,OUT046,2602.9681650048155
NCS30,OUT027,3483.7638244613777
FDN49,OUT017,860.0226683175679
FDL08,OUT018,3532.2059420472424
FDI09,OUT013,3765.493864912286
FDP19,OUT018,1769.9999764154359
FDU21,OUT010,-1182.9437415941584
NCP41,OUT045,1689.161882100695
FDY10,OUT013,1876.8573860417303
FDP12,OUT018,479.86072257387474
NCN26,OUT049,1948.993339872858
FDK44,OUT013,2764.072966055122
FDC28,OUT049,1869.1143602180582
FDJ41,OUT027,5504.839985600418
NCT29,OUT035,2111.9741968175567
NCH42,OUT019,1667.4918658810575
FDU60,OUT018,2411.736838391282
FDS02,OUT045,2965.1862787493656
FDC51,OUT046,2031.4912133279784
FDU03,OUT013,2933.2622264953834
FDX39,OUT045,3286.4793722467575
NCY05,OUT010,-1195.3720007436943
NCL06,OUT027,5410.1101401901815
FDD32,OUT035,1536.7422252273218
NCN41,OUT045,1903.2346041394837
NCX53,OUT049,2342.1206061593157
FDU57,OUT019,549.276991361526
FDQ23,OUT046,1713.7491216230594
FDQ52,OUT045,3779.553881051094
FDC14,OUT045,744.8916248099965
FDY09,OUT035,2937.3537100259236
FDQ28,OUT045,2462.1995493171407
FDV25,OUT046,3431.9519391842605
FDJ07,OUT035,2035.1100556288634
DRB25,OUT049,1819.9404733054548
FDK52,OUT019,1606.8073394725666
FDY52,OUT027,2530.08405416072
FDB28,OUT046,3083.6661687234
FDT36,OUT035,813.3692957622609
FDV25,OUT017,3554.5608038328633
NCN07,OUT027,3507.3569294288604
FDC57,OUT017,3180.350674994297
FDQ03,OUT018,3434.948545181954
FDU23,OUT017,2746.459695231863
NCX41,OUT035,3435.6316569973437
NCD06,OUT035,963.8972488382199
FDW08,OUT045,1645.4559950210605
NCU29,OUT017,2402.6315531161044
NCE06,OUT013,2554.49137336303
FDV52,OUT010,43.55712810004036
FDB02,OUT017,2928.6778216923603
NCR18,OUT045,718.5952705980154
FDK16,OUT049,1648.7264591965259
NCQ29,OUT010,2065.0316347033054
FDZ01,OUT019,-97.2734329072332
FDW27,OUT035,2643.494156550459
FDD17,OUT018,3431.402672653221
FDW39,OUT013,2836.3006449836034
DRH59,OUT045,1149.4586811822592
FDS52,OUT013,1729.6022293081583
FDU40,OUT027,4495.978015854382
NCF54,OUT013,2755.829160924874
FDH46,OUT045,1674.4693094733814
NCP14,OUT049,1762.1396428687092
FDH50,OUT049,3027.218400575203
DRF15,OUT010,545.5871048442414
FDV27,OUT027,2939.497826998619
NCJ06,OUT049,2034.308410589945
FDN02,OUT018,2943.8192519592567
FDQ51,OUT049,984.2026826883962
FDQ07,OUT017,3602.905843034767
FDS45,OUT049,1880.6940336349367
NCJ06,OUT045,1884.9037633505523
FDD36,OUT035,2057.9529952348166
FDY25,OUT045,2800.2459470436056
FDU52,OUT046,2448.914546902058
DRK47,OUT017,3606.7206918754714
NCL30,OUT017,2140.9990847263234
FDN22,OUT035,4044.135492664096
