Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL51,OUT017,3643.5197259842535
NCY42,OUT027,3242.0620715328478
FDR07,OUT017,1573.070625806452
FDN40,OUT045,2286.4132673684207
FDB35,OUT027,2517.8820884848483
FDA22,OUT017,2286.4132673684207
NCL06,OUT046,4034.30030689655
FDI35,OUT013,3384.1080642424226
NCW42,OUT045,4340.218358415841
NCX06,OUT049,2778.5893175257734
FDC37,OUT027,2517.8820884848483
FDZ14,OUT018,1752.25244
DRG49,OUT049,3454.062559154928
NCG06,OUT045,4034.30030689655
DRC36,OUT045,3259.562084905661
FDV21,OUT019,281.4820818181818
FDB53,OUT046,3053.099877777778
DRP47,OUT019,584.7577647727272
FDA14,OUT013,3053.099877777778
DRC24,OUT035,2644.4778427083343
FDW21,OUT018,1372.688490740741
NCH29,OUT046,1682.2122382352934
FDU58,OUT013,2893.839825899282
FDY27,OUT017,2552.005235185186
FDV56,OUT035,1682.2122382352934
FDT59,OUT046,3945.432567213116
FDB23,OUT046,3945.432567213116
FDR49,OUT045,798.2176035398231
FDB03,OUT010,584.7577647727272
FDN39,OUT045,2453.7477006993013
FDX02,OUT027,5329.314724444443
FDQ16,OUT027,2517.8820884848483
FDU35,OUT018,1372.688490740741
NCT29,OUT013,1987.251048648648
FDZ27,OUT046,798.2176035398231
FDN57,OUT017,2309.2007979999994
FDA03,OUT018,2232.8470218487387
FDZ36,OUT045,3384.1080642424226
NCU05,OUT013,1284.7897668711655
FDT39,OUT018,2232.8470218487387
FDK60,OUT017,1461.8437959999997
FDZ25,OUT017,3053.099877777778
FDG12,OUT046,2243.6695967213104
DRB01,OUT019,482.69954262295084
NCC43,OUT027,6280.89088
FDX13,OUT019,584.7577647727272
FDM22,OUT049,796.6402682539682
FDJ03,OUT027,1378.2631852760737
FDU14,OUT018,3327.9525829268296
FDB33,OUT010,346.89728372093026
FDP27,OUT046,3391.5912527272735
FDO38,OUT010,165.91858165137612
FDE28,OUT027,6280.89088
FDO27,OUT035,1879.2570116129036
DRL23,OUT027,2517.8820884848483
FDS28,OUT046,935.0323883040938
FDX24,OUT013,1435.9121343749994
FDZ02,OUT035,1682.2122382352934
FDL46,OUT045,1827.8328454545453
FDS60,OUT027,5329.314724444443
NCO06,OUT017,583.8145788617887
FDO16,OUT035,1435.9121343749994
FDC60,OUT049,1458.4550080536917
FDA48,OUT018,3327.9525829268296
FDZ36,OUT027,5329.314724444443
FDK27,OUT045,1827.8328454545453
FDW23,OUT018,507.0464036697247
FDM14,OUT018,1372.688490740741
FDM14,OUT013,1649.2997860000003
FDW60,OUT018,3259.562084905661
FDE21,OUT013,1922.1493817142846
NCM42,OUT035,1682.2122382352934
FDY59,OUT010,219.21852093023253
DRI49,OUT049,1202.6567333333328
FDT28,OUT019,346.89728372093026
FDQ22,OUT018,507.0464036697247
FDR60,OUT049,1202.6567333333328
FDC50,OUT019,219.21852093023253
FDV24,OUT013,2503.5013364485985
DRF48,OUT010,482.69954262295084
FDQ47,OUT046,583.8145788617887
DRN36,OUT049,1573.070625806452
NCY06,OUT035,1987.251048648648
FDE52,OUT035,1435.9121343749994
NCB54,OUT045,1827.8328454545453
NCF31,OUT035,2286.4132673684207
FDJ08,OUT027,5329.314724444443
NCC07,OUT017,1682.2122382352934
NCD19,OUT027,1378.2631852760737
FDL46,OUT049,1987.251048648648
FDM20,OUT045,4340.218358415841
NCI06,OUT010,425.93559145299145
DRM11,OUT035,4433.304032653064
NCH07,OUT018,2232.8470218487387
FDS23,OUT013,2142.7435709401716
FDO49,OUT018,713.858654545455
FDS35,OUT049,1103.186213333333
DRK39,OUT045,1435.9121343749994
DRI39,OUT049,796.6402682539682
FDV04,OUT017,2503.5013364485985
NCN14,OUT035,3384.1080642424226
FDH08,OUT013,3643.5197259842535
FDS20,OUT046,3384.1080642424226
FDV40,OUT049,1103.186213333333
FDZ48,OUT010,281.4820818181818
FDS24,OUT027,2517.8820884848483
FDK44,OUT049,2552.005235185186
FDS48,OUT045,3053.099877777778
FDK26,OUT010,482.69954262295084
FDD23,OUT045,3391.5912527272735
NCH54,OUT017,2644.4778427083343
NCP14,OUT010,219.21852093023253
FDM60,OUT010,92.67548155339806
FDV24,OUT017,2503.5013364485985
FDH08,OUT018,3327.9525829268296
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.314724444443
FDP12,OUT027,1378.2631852760737
DRF60,OUT027,6280.89088
FDC09,OUT035,1682.2122382352934
FDF50,OUT018,2893.839825899282
FDG28,OUT035,4340.218358415841
NCE19,OUT017,935.0323883040938
NCM53,OUT010,281.4820818181818
NCN18,OUT049,1879.2570116129036
FDF32,OUT035,3130.004904950494
FDF11,OUT013,3945.432567213116
DRI59,OUT049,4340.218358415841
NCG54,OUT035,2644.4778427083343
FDM44,OUT046,1573.070625806452
FDT57,OUT018,3327.9525829268296
FDV24,OUT046,2503.5013364485985
FDI50,OUT019,584.7577647727272
FDS09,OUT035,713.858654545455
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,584.7577647727272
FDC22,OUT017,3391.5912527272735
FDZ56,OUT046,2644.4778427083343
FDZ40,OUT019,165.91858165137612
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,1827.8328454545453
FDV45,OUT017,2939.3484761904747
FDL26,OUT045,3053.099877777778
FDA56,OUT018,1752.25244
FDN27,OUT046,1922.1493817142846
FDM20,OUT049,4340.218358415841
FDO16,OUT017,1435.9121343749994
FDL03,OUT035,3130.004904950494
FDE58,OUT046,1922.1493817142846
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339806
FDR03,OUT018,3327.9525829268296
FDB14,OUT017,1284.7897668711655
FDR45,OUT013,3945.432567213116
NCN07,OUT017,2243.6695967213104
FDM51,OUT019,219.21852093023253
FDT52,OUT027,6280.89088
FDL26,OUT046,3053.099877777778
NCZ42,OUT046,3945.432567213116
DRI47,OUT019,346.89728372093026
FDW40,OUT013,2309.2007979999994
FDN34,OUT046,3053.099877777778
FDS01,OUT035,2778.5893175257734
NCG55,OUT045,1827.8328454545453
FDC11,OUT035,1284.7897668711655
FDX35,OUT018,3327.9525829268296
NCB06,OUT046,2644.4778427083343
FDR09,OUT019,584.7577647727272
FDC53,OUT017,1573.070625806452
FDY45,OUT013,4433.304032653064
FDA22,OUT010,425.93559145299145
FDE02,OUT035,1573.070625806452
FDW21,OUT045,1461.8437959999997
FDV34,OUT046,1103.186213333333
FDS59,OUT049,1879.2570116129036
NCW17,OUT017,2243.6695967213104
NCK54,OUT046,1922.1493817142846
FDG17,OUT019,584.7577647727272
FDG35,OUT017,3259.562084905661
FDD08,OUT010,92.67548155339806
NCO07,OUT017,3643.5197259842535
FDJ10,OUT010,281.4820818181818
FDW36,OUT017,1573.070625806452
FDW21,OUT010,219.21852093023253
FDY19,OUT017,1922.1493817142846
DRE03,OUT013,798.2176035398231
NCC55,OUT049,677.1027476190475
FDH52,OUT010,165.91858165137612
FDO09,OUT017,4034.30030689655
FDU43,OUT045,4340.218358415841
FDX09,OUT010,425.93559145299145
FDH40,OUT019,219.21852093023253
FDW58,OUT017,1573.070625806452
FDC47,OUT017,3737.295775182481
NCR41,OUT035,1461.8437959999997
DRG49,OUT035,3737.295775182481
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.186213333333
FDY35,OUT013,507.0464036697247
FDI35,OUT017,3384.1080642424226
NCU18,OUT049,2309.2007979999994
FDY33,OUT018,2232.8470218487387
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2752.9709346534655
NCU42,OUT046,2649.110232432434
NCV29,OUT018,3259.562084905661
NCY30,OUT017,3384.1080642424226
FDQ46,OUT049,1649.2997860000003
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3643.5197259842535
NCD07,OUT045,1827.8328454545453
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2649.110232432434
DRN59,OUT035,798.2176035398231
FDI44,OUT035,1284.7897668711655
FDA45,OUT049,2552.005235185186
FDP31,OUT045,1103.186213333333
FDY01,OUT046,1922.1493817142846
FDT09,OUT018,1752.25244
DRH03,OUT027,2517.8820884848483
FDA36,OUT018,2752.9709346534655
NCF31,OUT017,2286.4132673684207
FDG14,OUT049,2286.4132673684207
FDG28,OUT027,6280.89088
FDU14,OUT049,4433.304032653064
FDY47,OUT019,281.4820818181818
FDI56,OUT049,1458.4550080536917
DRD01,OUT013,796.6402682539682
FDM22,OUT046,935.0323883040938
FDH33,OUT013,507.0464036697247
DRZ24,OUT013,1922.1493817142846
NCQ38,OUT046,1682.2122382352934
FDO16,OUT027,2517.8820884848483
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2893.839825899282
FDU48,OUT045,1827.8328454545453
NCM43,OUT045,2644.4778427083343
FDR31,OUT010,346.89728372093026
DRK49,OUT018,507.0464036697247
NCI30,OUT010,584.7577647727272
DRD60,OUT017,3384.1080642424226
NCG19,OUT046,3454.062559154928
FDH12,OUT035,1573.070625806452
FDM32,OUT035,1284.7897668711655
FDM27,OUT035,3053.099877777778
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1879.2570116129036
FDS10,OUT013,2552.005235185186
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1435.9121343749994
NCW42,OUT013,4340.218358415841
NCC06,OUT018,1752.25244
FDW02,OUT017,1987.251048648648
NCD43,OUT017,1682.2122382352934
FDM57,OUT018,1202.6567333333328
FDA58,OUT017,3737.295775182481
FDK56,OUT046,3384.1080642424226
FDP52,OUT045,4340.218358415841
FDW20,OUT018,1752.25244
FDS52,OUT049,1573.070625806452
NCT29,OUT018,1752.25244
NCL54,OUT013,2552.005235185186
FDC05,OUT045,3130.004904950494
FDF34,OUT035,2752.9709346534655
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.21852093023253
FDZ10,OUT045,1827.8328454545453
FDZ40,OUT035,935.0323883040938
FDD51,OUT018,507.0464036697247
NCY30,OUT019,425.93559145299145
FDP58,OUT017,3737.295775182481
FDV49,OUT017,4433.304032653064
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1879.2570116129036
FDR13,OUT017,1922.1493817142846
FDS51,OUT017,935.0323883040938
FDP26,OUT045,1461.8437959999997
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.004904950494
FDN31,OUT018,2893.839825899282
DRM48,OUT017,583.8145788617887
FDN20,OUT049,2453.7477006993013
DRL01,OUT046,3454.062559154928
FDV56,OUT049,1682.2122382352934
DRH13,OUT027,2517.8820884848483
FDA03,OUT017,2453.7477006993013
FDF47,OUT027,5329.314724444443
FDX32,OUT046,3053.099877777778
FDX57,OUT049,1879.2570116129036
NCA30,OUT045,2939.3484761904747
FDO49,OUT013,713.858654545455
FDL04,OUT019,219.21852093023253
DRM48,OUT035,583.8145788617887
FDR16,OUT013,3454.062559154928
NCC19,OUT018,2893.839825899282
NCE42,OUT045,3945.432567213116
FDY24,OUT017,935.0323883040938
FDH19,OUT049,2778.5893175257734
FDJ46,OUT013,2552.005235185186
FDN45,OUT010,584.7577647727272
FDY08,OUT035,2142.7435709401716
FDZ37,OUT035,1435.9121343749994
NCT30,OUT045,798.2176035398231
DRY23,OUT018,507.0464036697247
NCZ30,OUT018,1752.25244
FDC44,OUT018,1752.25244
FDB45,OUT035,1573.070625806452
FDY04,OUT013,2644.4778427083343
FDM27,OUT046,3053.099877777778
FDZ43,OUT017,4340.218358415841
FDT39,OUT019,346.89728372093026
NCC06,OUT019,281.4820818181818
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4034.30030689655
FDU08,OUT046,1573.070625806452
FDK40,OUT017,4433.304032653064
FDQ12,OUT010,584.7577647727272
FDS48,OUT017,3053.099877777778
FDP09,OUT045,3643.5197259842535
FDW21,OUT049,1461.8437959999997
FDY25,OUT035,3384.1080642424226
DRE13,OUT017,1458.4550080536917
FDV43,OUT019,92.67548155339806
FDD22,OUT045,1649.2997860000003
FDM46,OUT019,219.21852093023253
NCO30,OUT010,482.69954262295084
FDM25,OUT046,2778.5893175257734
NCN41,OUT049,1987.251048648648
FDU24,OUT045,1435.9121343749994
FDZ50,OUT046,3384.1080642424226
FDP45,OUT013,4034.30030689655
NCM54,OUT045,1827.8328454545453
FDW10,OUT019,425.93559145299145
FDP20,OUT017,1987.251048648648
FDK32,OUT046,3053.099877777778
FDN52,OUT049,1202.6567333333328
FDM58,OUT045,1879.2570116129036
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.25244
FDD35,OUT046,2243.6695967213104
NCK31,OUT035,713.858654545455
FDI40,OUT027,2517.8820884848483
FDT50,OUT019,219.21852093023253
NCT06,OUT046,3053.099877777778
FDT31,OUT035,2752.9709346534655
FDT45,OUT049,796.6402682539682
FDT13,OUT045,2939.3484761904747
FDO50,OUT045,1284.7897668711655
NCU18,OUT010,281.4820818181818
NCR54,OUT049,3130.004904950494
NCO18,OUT018,2778.5893175257734
FDU09,OUT045,935.0323883040938
FDT13,OUT018,2893.839825899282
FDE09,OUT046,1649.2997860000003
NCK53,OUT019,219.21852093023253
FDG45,OUT049,3454.062559154928
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727272
FDD14,OUT027,5329.314724444443
FDC09,OUT046,1682.2122382352934
FDH45,OUT027,1378.2631852760737
FDV32,OUT046,1103.186213333333
FDG12,OUT035,2243.6695967213104
FDS32,OUT013,2309.2007979999994
NCL55,OUT018,3327.9525829268296
DRE01,OUT035,3737.295775182481
DRE15,OUT049,1202.6567333333328
NCL42,OUT045,4340.218358415841
FDP31,OUT013,1103.186213333333
FDN33,OUT018,1202.6567333333328
FDZ59,OUT046,2503.5013364485985
FDE45,OUT010,425.93559145299145
FDJ07,OUT013,1922.1493817142846
FDQ45,OUT018,2752.9709346534655
FDM33,OUT027,5329.314724444443
FDO15,OUT010,165.91858165137612
FDM46,OUT013,1458.4550080536917
FDR03,OUT045,3945.432567213116
FDY49,OUT018,2232.8470218487387
FDQ60,OUT045,1827.8328454545453
FDW10,OUT049,3259.562084905661
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3384.1080642424226
FDU45,OUT013,1922.1493817142846
FDV02,OUT035,2644.4778427083343
FDN09,OUT046,3945.432567213116
NCM55,OUT027,5329.314724444443
FDN23,OUT018,2232.8470218487387
FDY31,OUT010,346.89728372093026
FDW03,OUT010,219.21852093023253
FDD14,OUT046,3384.1080642424226
FDV23,OUT017,2142.7435709401716
DRI03,OUT045,2552.005235185186
FDN13,OUT035,1573.070625806452
FDF45,OUT027,1378.2631852760737
FDU46,OUT035,1435.9121343749994
FDB57,OUT049,3643.5197259842535
FDV12,OUT049,1879.2570116129036
FDQ58,OUT013,2649.110232432434
NCA18,OUT017,1922.1493817142846
FDH52,OUT049,796.6402682539682
FDM24,OUT018,2232.8470218487387
NCP43,OUT027,5329.314724444443
NCO18,OUT019,425.93559145299145
FDM32,OUT017,1284.7897668711655
NCL07,OUT017,583.8145788617887
FDK03,OUT013,4034.30030689655
FDP59,OUT017,1879.2570116129036
FDQ24,OUT049,4433.304032653064
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2644.4778427083343
FDH28,OUT010,92.67548155339806
FDV28,OUT019,92.67548155339806
FDM22,OUT045,935.0323883040938
FDR56,OUT046,3130.004904950494
FDV39,OUT049,2752.9709346534655
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727272
FDX02,OUT045,4340.218358415841
NCS42,OUT018,1202.6567333333328
FDY57,OUT027,2517.8820884848483
FDB21,OUT049,3454.062559154928
FDE28,OUT017,3737.295775182481
FDQ55,OUT017,1922.1493817142846
FDA48,OUT049,3454.062559154928
FDZ19,OUT045,2778.5893175257734
NCC43,OUT045,4034.30030689655
NCV18,OUT046,1458.4550080536917
NCA42,OUT018,2232.8470218487387
FDY45,OUT046,4433.304032653064
NCC30,OUT045,2778.5893175257734
FDM57,OUT013,1458.4550080536917
FDL09,OUT010,425.93559145299145
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2142.7435709401716
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3384.1080642424226
FDK32,OUT013,3053.099877777778
DRA12,OUT046,2309.2007979999994
FDO46,OUT010,482.69954262295084
FDE52,OUT013,1435.9121343749994
NCH42,OUT045,3643.5197259842535
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.9525829268296
FDC28,OUT010,281.4820818181818
FDD22,OUT046,1922.1493817142846
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3945.432567213116
FDG32,OUT018,3327.9525829268296
FDU14,OUT017,4433.304032653064
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1682.2122382352934
FDS08,OUT049,2778.5893175257734
FDX47,OUT045,2286.4132673684207
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,3945.432567213116
FDL14,OUT045,2286.4132673684207
FDM33,OUT019,584.7577647727272
FDA51,OUT045,1827.8328454545453
FDZ27,OUT018,713.858654545455
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2243.6695967213104
FDR16,OUT027,5329.314724444443
FDQ03,OUT027,6280.89088
FDE38,OUT035,2286.4132673684207
DRH23,OUT027,1378.2631852760737
FDT11,OUT019,482.69954262295084
FDD09,OUT035,2552.005235185186
FDR40,OUT045,1435.9121343749994
FDX07,OUT017,3384.1080642424226
FDR07,OUT035,1573.070625806452
FDA51,OUT017,1922.1493817142846
FDT59,OUT019,584.7577647727272
FDF20,OUT017,3130.004904950494
FDR13,OUT045,1827.8328454545453
FDY26,OUT049,3945.432567213116
FDW04,OUT017,1987.251048648648
FDK52,OUT017,3737.295775182481
FDN60,OUT049,2644.4778427083343
FDM09,OUT019,425.93559145299145
FDP46,OUT049,1202.6567333333328
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,4034.30030689655
FDP16,OUT027,6280.89088
FDX33,OUT018,2232.8470218487387
FDP07,OUT010,482.69954262295084
FDN22,OUT046,4034.30030689655
FDF39,OUT049,4034.30030689655
FDS21,OUT017,935.0323883040938
NCM42,OUT013,1682.2122382352934
FDK50,OUT019,425.93559145299145
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.8470218487387
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.89728372093026
FDE38,OUT049,2286.4132673684207
FDI04,OUT049,3130.004904950494
NCH54,OUT045,2644.4778427083343
FDT56,OUT049,796.6402682539682
DRD15,OUT018,3327.9525829268296
FDV58,OUT013,2893.839825899282
FDP21,OUT049,3391.5912527272735
FDH05,OUT013,3454.062559154928
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.7477006993013
FDF33,OUT049,1649.2997860000003
DRK37,OUT013,2893.839825899282
DRH49,OUT045,1284.7897668711655
FDT58,OUT013,2286.4132673684207
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.8820884848483
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040938
FDB10,OUT010,584.7577647727272
FDM40,OUT035,2309.2007979999994
NCI06,OUT017,3384.1080642424226
FDW12,OUT019,346.89728372093026
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.8820884848483
FDX27,OUT017,1461.8437959999997
DRM37,OUT045,3130.004904950494
FDA38,OUT045,3643.5197259842535
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3130.004904950494
FDG05,OUT017,2286.4132673684207
FDK28,OUT013,4433.304032653064
FDV47,OUT045,1284.7897668711655
FDN21,OUT045,2453.7477006993013
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.1080642424226
DRY23,OUT013,507.0464036697247
FDA56,OUT017,2243.6695967213104
FDB09,OUT013,1987.251048648648
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.8470218487387
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.8470218487387
FDY03,OUT049,1922.1493817142846
NCG42,OUT017,1987.251048648648
DRI13,OUT027,5329.314724444443
FDQ32,OUT013,1987.251048648648
FDW16,OUT035,1458.4550080536917
FDU27,OUT046,798.2176035398231
FDR28,OUT010,425.93559145299145
FDQ49,OUT010,346.89728372093026
FDS37,OUT046,1922.1493817142846
FDW26,OUT018,3327.9525829268296
FDX12,OUT018,3327.9525829268296
NCP06,OUT013,2453.7477006993013
FDW45,OUT010,346.89728372093026
NCN30,OUT049,1682.2122382352934
FDN24,OUT049,796.6402682539682
NCL41,OUT027,1378.2631852760737
FDR02,OUT019,281.4820818181818
FDD09,OUT010,425.93559145299145
FDS33,OUT010,219.21852093023253
FDU22,OUT045,1827.8328454545453
FDI53,OUT013,2503.5013364485985
DRH01,OUT049,2778.5893175257734
FDX32,OUT013,2309.2007979999994
NCP30,OUT018,507.0464036697247
FDB60,OUT045,3391.5912527272735
FDB14,OUT049,1202.6567333333328
NCP02,OUT035,935.0323883040938
FDJ10,OUT017,2309.2007979999994
FDG34,OUT046,1682.2122382352934
NCB18,OUT017,1458.4550080536917
FDM16,OUT049,1103.186213333333
FDW25,OUT018,1202.6567333333328
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2309.2007979999994
FDF41,OUT019,584.7577647727272
FDH16,OUT045,1435.9121343749994
NCQ50,OUT018,3327.9525829268296
DRH23,OUT018,796.6402682539682
DRJ37,OUT013,2286.4132673684207
DRJ24,OUT027,5329.314724444443
FDY16,OUT035,3384.1080642424226
FDQ27,OUT045,1879.2570116129036
FDZ33,OUT045,2503.5013364485985
FDF29,OUT045,1827.8328454545453
FDA08,OUT049,2286.4132673684207
FDG31,OUT046,1103.186213333333
FDE34,OUT019,482.69954262295084
NCR30,OUT027,1378.2631852760737
FDV33,OUT035,4034.30030689655
DRZ24,OUT018,1752.25244
NCL54,OUT035,2552.005235185186
FDR12,OUT049,2778.5893175257734
NCC54,OUT046,3454.062559154928
DRN59,OUT013,798.2176035398231
FDX50,OUT019,281.4820818181818
FDV31,OUT027,5329.314724444443
NCA29,OUT027,4117.317712631579
FDW60,OUT049,3259.562084905661
FDX08,OUT017,3384.1080642424226
DRD49,OUT013,3454.062559154928
FDD33,OUT046,3454.062559154928
FDW35,OUT013,507.0464036697247
FDJ36,OUT017,1879.2570116129036
FDV51,OUT035,2644.4778427083343
FDW36,OUT046,1649.2997860000003
FDH35,OUT046,2453.7477006993013
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.9525829268296
FDI09,OUT013,3454.062559154928
FDP19,OUT018,1752.25244
FDU21,OUT010,92.67548155339806
NCP41,OUT045,1682.2122382352934
FDY10,OUT013,1922.1493817142846
FDP12,OUT018,507.0464036697247
NCN26,OUT049,1922.1493817142846
FDK44,OUT013,3259.562084905661
FDC28,OUT049,1461.8437959999997
FDJ41,OUT027,6280.89088
NCT29,OUT035,1987.251048648648
NCH42,OUT019,584.7577647727272
FDU60,OUT018,2232.8470218487387
FDS02,OUT045,3391.5912527272735
FDC51,OUT046,2243.6695967213104
FDU03,OUT013,3384.1080642424226
FDX39,OUT045,4340.218358415841
NCY05,OUT010,92.67548155339806
NCL06,OUT027,6280.89088
FDD32,OUT035,1284.7897668711655
NCN41,OUT045,1827.8328454545453
NCX53,OUT049,2309.2007979999994
FDU57,OUT019,346.89728372093026
FDQ23,OUT046,1573.070625806452
FDQ52,OUT045,4433.304032653064
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2778.5893175257734
FDQ28,OUT045,2644.4778427083343
FDV25,OUT046,4340.218358415841
FDJ07,OUT035,1922.1493817142846
DRB25,OUT049,1573.070625806452
FDK52,OUT019,584.7577647727272
FDY52,OUT027,1378.2631852760737
FDB28,OUT046,3391.5912527272735
FDT36,OUT035,583.8145788617887
FDV25,OUT017,4340.218358415841
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.3484761904747
FDQ03,OUT018,3327.9525829268296
FDU23,OUT017,3053.099877777778
NCX41,OUT035,3945.432567213116
NCD06,OUT035,798.2176035398231
FDW08,OUT045,1461.8437959999997
NCU29,OUT017,2649.110232432434
NCE06,OUT013,2503.5013364485985
FDV52,OUT010,281.4820818181818
FDB02,OUT017,3259.562084905661
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1573.070625806452
NCQ29,OUT010,584.7577647727272
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2503.5013364485985
FDD17,OUT018,3327.9525829268296
FDW39,OUT013,2552.005235185186
DRH59,OUT045,1103.186213333333
FDS52,OUT013,1573.070625806452
FDU40,OUT027,5329.314724444443
NCF54,OUT013,2778.5893175257734
FDH46,OUT045,1682.2122382352934
NCP14,OUT049,1879.2570116129036
FDH50,OUT049,3384.1080642424226
DRF15,OUT010,346.89728372093026
FDV27,OUT027,2517.8820884848483
NCJ06,OUT049,2243.6695967213104
FDN02,OUT018,3327.9525829268296
FDQ51,OUT049,798.2176035398231
FDQ07,OUT017,3737.295775182481
FDS45,OUT049,1682.2122382352934
NCJ06,OUT045,1827.8328454545453
FDD36,OUT035,1922.1493817142846
FDY25,OUT045,3384.1080642424226
FDU52,OUT046,2286.4132673684207
DRK47,OUT017,3737.295775182481
NCL30,OUT017,1987.251048648648
FDN22,OUT035,4034.30030689655
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4034.30030689655
FDT45,OUT017,935.0323883040938
NCC54,OUT027,6280.89088
FDP08,OUT018,2893.839825899282
FDU44,OUT046,2644.4778427083343
DRG39,OUT035,935.0323883040938
